Item Fat Content,Item Type,Item_MRP,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Rating,Item_Outlet_Sales,Total Sales
Low Fat,Fruits and Vegetables,231.03,Tier 2,Small,Supermarket Type1,0.087436672,5,5359.69,109.9228
Low Fat,Hard Drinks,176.237,Tier 2,Small,Supermarket Type1,0.048009081,5,1764.37,157.0946
Low Fat,Health and Hygiene,195.211,Tier 2,Small,Supermarket Type1,0.092865746,5,2553.343,100.6674
Low Fat,Health and Hygiene,43.3454,Tier 2,Small,Supermarket Type1,0.041729735,5,1006.6896,36.3216
Low Fat,Health and Hygiene,85.225,Tier 2,Small,Supermarket Type1,0.089761211,5,1081.925,159.4604
Low Fat,Health and Hygiene,36.7164,Tier 2,Small,Supermarket Type1,0.016104504,5,308.9312,130.2626
Low Fat,Household,178.666,Tier 2,Small,Supermarket Type1,0.029638267,5,2516.724,42.6086
Low Fat,Household,128.831,Tier 2,Small,Supermarket Type1,0.055829496,5,1428.141,140.2496
Low Fat,Household,260.1594,Tier 2,Small,Supermarket Type1,0.033592687,5,2093.2752,108.1912
Low Fat,Household,85.6908,Tier 2,Small,Supermarket Type1,0,5,1929.4884,213.3218
Low Fat,Household,264.0884,Tier 2,Small,Supermarket Type1,0.177236497,5,5829.7448,172.3422
Low Fat,Others,91.4488,Tier 2,Small,Supermarket Type1,0.013363902,5,2082.6224,106.128
Low Fat,Snack Foods,173.1738,Tier 2,Small,Supermarket Type1,0.039484739,5,7298.4996,97.9042
Low Fat,Snack Foods,256.4988,Tier 2,Small,Supermarket Type1,0.107870997,5,7452.9652,181.2634
Low Fat,Snack Foods,110.5202,Tier 2,Small,Supermarket Type1,0.054046706,5,450.0808,119.5466
Low Fat,Snack Foods,250.4408,Tier 2,Small,Supermarket Type1,0.049295686,5,500.6816,194.4478
Low Fat,Soft Drinks,126.202,Tier 2,Small,Supermarket Type1,0.159304333,5,3668.558,226.172
Low Fat,Soft Drinks,103.1964,Tier 2,Small,Supermarket Type1,0.03722507,5,736.3748,182.4634
Regular,Baking Goods,253.0698,Tier 2,Small,Supermarket Type1,0.121563385,5,6088.0752,43.7454
Regular,Baking Goods,101.0016,Tier 2,Small,Supermarket Type1,0.024891881,5,2125.2336,170.9422
Regular,Baking Goods,153.0024,Tier 2,Small,Supermarket Type1,0.058719726,5,2277.036,171.1422
Regular,Canned,190.3846,Tier 2,Small,Supermarket Type1,0.072141818,5,573.2538,183.3924
Regular,Canned,151.1366,Tier 2,Small,Supermarket Type1,0.11454343,5,2267.049,113.7202
Regular,Frozen Foods,147.3734,Tier 2,Small,Supermarket Type1,0.018019662,5,296.9468,181.566
Regular,Fruits and Vegetables,46.306,Tier 2,Small,Supermarket Type1,0.018926773,5,559.272,60.2536
Regular,Fruits and Vegetables,222.1772,Tier 2,Small,Supermarket Type1,0.059790095,5,5559.43,127.4678
Regular,Meat,95.5094,Tier 2,Small,Supermarket Type1,0.024536636,5,1237.7222,106.1306
Regular,Meat,113.5518,Tier 2,Small,Supermarket Type1,0.022054553,5,569.259,195.4452
Regular,Meat,174.0712,Tier 2,Small,Supermarket Type1,0.008734284,5,3866.9664,207.898
Regular,Snack Foods,198.4768,Tier 2,Small,Supermarket Type1,0.005962753,5,1379.5376,102.4358
Regular,Snack Foods,142.7128,Tier 2,Small,Supermarket Type1,0.105276162,5,1869.5664,173.2764
Low Fat,Baking Goods,196.211,Tier 3,Medium,Grocery Store,0.220111117,5,5499.508,153.0024
Low Fat,Frozen Foods,94.3462,Tier 3,Medium,Grocery Store,0.02528802,5,925.462,83.325
Low Fat,Frozen Foods,47.9034,Tier 3,Medium,Grocery Store,0.044991876,5,583.2408,107.228
Low Fat,Fruits and Vegetables,141.4154,Tier 3,Medium,Grocery Store,0.178622919,5,1418.154,177.937
Low Fat,Fruits and Vegetables,80.2644,Tier 3,Medium,Grocery Store,0.113953562,5,942.7728,198.2426
Low Fat,Hard Drinks,99.3384,Tier 3,Medium,Grocery Store,0.117580062,5,2364.9216,36.6532
Low Fat,Health and Hygiene,87.9856,Tier 3,Medium,Grocery Store,0.195721125,5,3251.7672,156.463
Low Fat,Health and Hygiene,125.2678,Tier 3,Medium,Grocery Store,0.032606181,5,254.3356,193.5794
Low Fat,Household,167.0474,Tier 3,Medium,Grocery Store,0.20168772,5,5895.659,162.8868
Low Fat,Household,93.7436,Tier 3,Medium,Grocery Store,0.211306673,5,1134.5232,125.1362
Low Fat,Meat,224.972,Tier 3,High,Grocery Store,0.13564792,5,7696.648,190.8846
Low Fat,Snack Foods,250.5382,Tier 3,High,Grocery Store,0.063081713,5,2775.7202,125.7704
Low Fat,Snack Foods,241.2854,Tier 3,High,Grocery Store,0.016804724,5,5317.0788,163.4552
Low Fat,Snack Foods,98.0068,Tier 3,High,Grocery Store,0.175545889,5,874.8612,163.6868
Low Fat,Soft Drinks,92.6436,Tier 3,High,Grocery Store,0.105265475,5,1039.9796,159.9578
Low Fat,Soft Drinks,235.0958,Tier 3,High,Grocery Store,0.051544658,5,3038.0454,142.5154
Low Fat,Soft Drinks,193.6162,Tier 3,High,Grocery Store,0.02442574,5,3848.324,52.9324
Regular,Baking Goods,59.1904,Tier 3,High,Grocery Store,0.191603334,5,527.3136,87.0514
Regular,Baking Goods,89.1514,Tier 3,High,Grocery Store,0.214681063,5,2390.8878,102.7332
Regular,Breads,60.222,Tier 3,High,Grocery Store,0.190569038,5,1677.816,138.7838
Regular,Dairy,112.7176,Tier 3,High,Grocery Store,0.076097035,5,801.6232,145.8102
Regular,Frozen Foods,115.5834,Tier 3,High,Grocery Store,0.143670179,5,1267.0174,48.4692
Regular,Frozen Foods,148.0076,Tier 3,High,Grocery Store,0.267565911,5,886.8456,194.1478
Regular,Fruits and Vegetables,228.272,Tier 3,High,Grocery Store,0.238831875,5,452.744,88.2514
Low Fat,Baking Goods,147.5392,Tier 3,High,Supermarket Type1,0.081944045,5,3877.6192,36.7164
Low Fat,Breads,146.6418,Tier 3,High,Supermarket Type1,0.020698674,5,4414.254,86.3566
Low Fat,Dairy,122.4388,Tier 3,High,Supermarket Type1,0.028393624,5,5448.9072,153.434
Low Fat,Dairy,223.9404,Tier 3,High,Supermarket Type1,0.136696892,5,4950.8888,264.5568
Low Fat,Frozen Foods,62.6168,Tier 3,High,Supermarket Type1,0.089742065,5,958.752,213.7192
Low Fat,Frozen Foods,149.9708,Tier 3,High,Supermarket Type1,0.124348482,5,1956.1204,118.3124
Low Fat,Fruits and Vegetables,103.2306,Tier 3,High,Supermarket Type1,0.057744249,5,2404.2038,61.2536
Low Fat,Fruits and Vegetables,194.3478,Tier 3,High,Supermarket Type1,0.070133177,5,387.4956,109.8912
Low Fat,Fruits and Vegetables,165.0842,Tier 3,High,Supermarket Type1,0.021312043,5,994.7052,104.9306
Low Fat,Hard Drinks,101.299,Tier 3,High,Supermarket Type1,0.041634206,5,1754.383,188.1872
Low Fat,Household,129.9994,Tier 3,High,Supermarket Type1,0.120396991,5,3340.9844,163.4868
Low Fat,Household,216.7166,Tier 3,High,Supermarket Type1,0.05190268,5,3918.8988,142.247
Low Fat,Household,76.367,Tier 3,High,Supermarket Type1,0.052458358,5,306.268,188.753
Low Fat,Household,158.4604,Tier 3,High,Supermarket Type1,0.160529322,5,4278.4308,59.2562
Low Fat,Household,260.6278,Tier 3,High,Supermarket Type1,0.016979063,5,4425.5726,97.441
Low Fat,Snack Foods,230.9984,Tier 3,High,Supermarket Type1,0.056783389,5,9267.936,214.5218
Low Fat,Snack Foods,76.867,Tier 3,High,Supermarket Type1,0.03315162,5,229.701,170.6422
Low Fat,Soft Drinks,129.3994,Tier 3,High,Supermarket Type1,0.11507174,5,2055.9904,198.2084
Low Fat,Soft Drinks,101.3016,Tier 3,High,Supermarket Type1,0.053327763,5,3339.6528,44.477
Regular,Canned,221.7456,Tier 3,High,Supermarket Type1,0.014720848,5,6410.3224,89.9172
Regular,Canned,122.9046,Tier 3,High,Supermarket Type1,0.02758789,5,1992.0736,86.1856
Regular,Frozen Foods,104.4332,Tier 3,High,Supermarket Type1,0.041536962,5,2870.9296,46.0376
Regular,Frozen Foods,164.5184,Tier 3,High,Supermarket Type1,0.083536989,5,2807.0128,180.3318
Regular,Fruits and Vegetables,88.183,Tier 3,High,Supermarket Type1,0,5,539.298,115.0176
Regular,Fruits and Vegetables,174.3054,Tier 3,High,Supermarket Type1,0.152001201,5,4377.635,252.3382
Regular,Fruits and Vegetables,180.9976,Tier 3,High,Supermarket Type1,0.042923071,5,2716.464,109.8254
Regular,Fruits and Vegetables,190.9504,Tier 3,High,Supermarket Type1,0.035227697,5,383.5008,159.5578
Regular,Fruits and Vegetables,59.5904,Tier 3,High,Supermarket Type1,0.022406575,5,703.0848,225.9036
Regular,Snack Foods,66.3826,Tier 3,High,Supermarket Type1,0.014200671,5,1937.478,187.1872
reg,Snack Foods,182.2608,Tier 3,High,Supermarket Type1,0.061992874,5,3307.6944,60.9562
reg,Starchy Foods,197.611,Tier 3,High,Supermarket Type1,0.005583951,5,3142.576,226.9062
Low Fat,Baking Goods,181.2292,Tier 3,Medium,Supermarket Type2,0.095545715,5,2554.0088,157.3604
Low Fat,Breads,104.0648,Tier 3,Medium,Supermarket Type2,0.021811987,5,1869.5664,163.6184
Low Fat,Breakfast,260.4594,Tier 3,Medium,Supermarket Type2,0.063432676,5,5494.8474,132.8626
Low Fat,Canned,233.1616,Tier 3,Medium,Supermarket Type2,0.154244343,5,6093.4016,77.9986
Low Fat,Dairy,174.0422,Tier 3,Medium,Supermarket Type2,0.045168898,5,2586.633,242.9854
Low Fat,Dairy,55.2956,Tier 3,Medium,Supermarket Type2,0.045492697,5,1255.6988,40.3138
Low Fat,Frozen Foods,141.7496,Tier 3,Medium,Supermarket Type2,0.046043736,5,4093.3384,140.618
Low Fat,Frozen Foods,142.2128,Tier 3,Medium,Supermarket Type2,0.039454924,5,3163.8816,244.0802
Low Fat,Fruits and Vegetables,166.0816,Tier 3,Medium,Supermarket Type2,0.049520593,5,5033.448,147.3734
Low Fat,Fruits and Vegetables,79.9276,Tier 3,Medium,Supermarket Type2,0.036287517,5,1137.1864,121.2756
Low Fat,Hard Drinks,98.77,Tier 3,Medium,Supermarket Type2,0.044430561,5,2696.49,174.208
Low Fat,Health and Hygiene,178.566,Tier 3,Medium,Supermarket Type2,0.046749112,5,898.83,100.4384
Low Fat,Health and Hygiene,118.244,Tier 3,Medium,Supermarket Type2,0.050256604,5,2756.412,127.3336
Low Fat,Health and Hygiene,81.896,Tier 3,Medium,Supermarket Type2,0.035336287,5,878.856,87.0224
Low Fat,Household,58.222,Tier 3,Medium,Supermarket Type2,0.091857904,5,659.142,160.7894
Low Fat,Household,182.6292,Tier 3,Medium,Supermarket Type2,0.110739031,5,182.4292,103.3306
Low Fat,Household,211.4902,Tier 3,Medium,Supermarket Type2,0.076866235,5,3610.6334,247.146
Low Fat,Household,256.4646,Tier 3,Medium,Supermarket Type2,0.034813556,5,5153.292,128.402
Low Fat,Household,108.7596,Tier 3,Medium,Supermarket Type2,0.014280554,5,2588.6304,148.0418
Low Fat,Meat,212.5876,Tier 3,Medium,Supermarket Type2,0.123531974,5,1286.3256,108.2938
Low Fat,Meat,110.1544,Tier 3,Medium,Supermarket Type2,0.02586664,5,1230.3984,88.9172
Low Fat,Meat,60.2194,Tier 3,Medium,Supermarket Type2,0.036184755,5,1733.7432,58.5562
Low Fat,Others,193.8162,Tier 3,Medium,Supermarket Type2,0.009816092,5,384.8324,211.856
Low Fat,Snack Foods,180.0318,Tier 3,Medium,Supermarket Type2,0.057062186,5,3969.4996,212.0218
Low Fat,Snack Foods,176.437,Tier 3,Medium,Supermarket Type2,0.074648119,5,7763.228,253.3724
Low Fat,Snack Foods,41.2112,Tier 3,Medium,Supermarket Type2,0.100055625,5,809.6128,113.3544
Low Fat,Snack Foods,178.6002,Tier 3,Medium,Supermarket Type2,0.067148407,5,1253.7014,200.4084
Low Fat,Snack Foods,195.2768,Tier 3,Medium,Supermarket Type2,0.057546914,5,5715.2272,55.8956
Low Fat,Snack Foods,57.7904,Tier 3,Medium,Supermarket Type2,0.041112694,5,1464.76,139.9496
Low Fat,Snack Foods,169.8106,Tier 3,Medium,Supermarket Type2,0.156012631,5,3251.1014,177.337
Low Fat,Soft Drinks,214.3218,Tier 3,Medium,Supermarket Type2,0,5,4274.436,172.0422
Low Fat,Soft Drinks,231.7958,Tier 3,Medium,Supermarket Type2,0.063146492,5,5375.0034,159.6578
Regular,Breads,38.019,Tier 3,Medium,Supermarket Type2,0.114318263,5,1318.284,142.2838
Regular,Canned,119.4124,Tier 3,Medium,Supermarket Type2,0.029283081,5,2251.7356,175.137
Regular,Canned,37.4506,Tier 3,Medium,Supermarket Type2,0.030211742,5,1176.4686,59.322
Regular,Canned,130.4968,Tier 3,Medium,Supermarket Type2,0,5,3523.4136,41.0454
Regular,Canned,86.2198,Tier 3,Medium,Supermarket Type2,0.162093059,5,610.5386,182.5266
Regular,Dairy,96.4094,Tier 3,Medium,Supermarket Type2,0.184041545,5,1237.7222,110.157
Regular,Frozen Foods,235.1248,Tier 3,Medium,Supermarket Type2,0.011419301,5,474.0496,91.0488
Regular,Fruits and Vegetables,52.6666,Tier 3,Medium,Supermarket Type2,0.06407717,5,717.7324,116.7492
Regular,Fruits and Vegetables,150.5024,Tier 3,Medium,Supermarket Type2,0.014885998,5,2580.6408,234.4958
Regular,Meat,143.2154,Tier 3,Medium,Supermarket Type2,0.042153502,5,2552.6772,44.0112
Regular,Snack Foods,164.021,Tier 3,Medium,Supermarket Type2,0.009979271,5,3914.904,155.763
Regular,Snack Foods,88.5514,Tier 3,Medium,Supermarket Type2,0.038685176,5,796.9626,146.6102
Low Fat,Canned,228.9352,Tier 3,Medium,Supermarket Type3,0.089243504,5,916.1408,139.2496
Low Fat,Canned,191.3504,Tier 3,Medium,Supermarket Type3,0.026552056,5,3259.7568,56.2246
Low Fat,Frozen Foods,84.8908,Tier 3,Medium,Supermarket Type3,0.008792907,5,1677.816,96.7384
Low Fat,Frozen Foods,230.0984,Tier 3,Medium,Supermarket Type3,0.053038775,5,3707.1744,59.5904
Low Fat,Frozen Foods,173.5738,Tier 3,Medium,Supermarket Type3,0.032470108,5,2954.1546,148.9392
Low Fat,Frozen Foods,166.4842,Tier 3,Medium,Supermarket Type3,0.095331433,5,2652.5472,125.5678
Low Fat,Fruits and Vegetables,52.7956,Tier 3,Medium,Supermarket Type3,0,5,1037.3164,231.9642
Low Fat,Fruits and Vegetables,50.9666,Tier 3,Medium,Supermarket Type3,0.024032484,5,717.7324,124.973
Low Fat,Hard Drinks,86.1224,Tier 3,Medium,Supermarket Type3,0.016745264,5,426.112,180.766
Low Fat,Health and Hygiene,231.1668,Tier 3,Medium,Supermarket Type3,0.058198141,5,6911.004,110.4544
Low Fat,Household,211.0244,Tier 3,Medium,Supermarket Type3,0.092564193,5,3811.0392,53.4956
Low Fat,Household,115.3518,Tier 3,Medium,Supermarket Type3,0.12929931,5,2277.036,178.237
Low Fat,Household,48.9034,Tier 3,Medium,Supermarket Type3,0.073879939,5,48.6034,94.0462
Low Fat,Household,212.8218,Tier 3,Medium,Supermarket Type3,0.076183667,5,5770.4886,245.646
Low Fat,Household,40.2138,Tier 3,Medium,Supermarket Type3,0.066969525,5,690.4346,39.2796
Low Fat,Household,110.2886,Tier 3,Medium,Supermarket Type3,0.014153743,5,1890.2062,145.6418
Low Fat,Household,126.2336,Tier 3,Medium,Supermarket Type3,0.019412192,5,3195.84,166.5474
Low Fat,Others,150.1708,Tier 3,Medium,Supermarket Type3,0.117607719,5,1504.708,55.2588
Low Fat,Snack Foods,238.3248,Tier 3,Medium,Supermarket Type3,0.140571971,5,711.0744,154.7998
Low Fat,Snack Foods,174.2422,Tier 3,Medium,Supermarket Type3,0.099478451,5,4311.055,194.4452
Low Fat,Snack Foods,175.4738,Tier 3,Medium,Supermarket Type3,0.033725743,5,521.3214,211.6902
Low Fat,Soft Drinks,59.4562,Tier 3,Medium,Supermarket Type3,0.053113721,5,829.5868,44.377
Regular,Baking Goods,155.5288,Tier 3,Medium,Supermarket Type3,0,5,1571.288,165.5868
Regular,Baking Goods,239.6538,Tier 3,Medium,Supermarket Type3,0.006295472,5,2403.538,122.4098
Regular,Baking Goods,41.6454,Tier 3,Medium,Supermarket Type3,0.139484292,5,83.8908,94.312
Regular,Breakfast,211.0586,Tier 3,Medium,Supermarket Type3,0.156072361,5,844.2344,169.3474
Regular,Canned,127.3336,Tier 3,Medium,Supermarket Type3,0.102226474,5,2940.1728,91.312
Regular,Canned,98.0068,Tier 3,Medium,Supermarket Type3,0.160653682,5,291.6204,185.2266
Regular,Dairy,181.2976,Tier 3,Medium,Supermarket Type3,0.037962696,5,3259.7568,97.5726
Regular,Frozen Foods,226.8036,Tier 3,Medium,Supermarket Type3,0.090473389,5,3415.554,229.7984
Regular,Fruits and Vegetables,256.7672,Tier 3,Medium,Supermarket Type3,0.144338493,5,5624.6784,172.108
Regular,Fruits and Vegetables,190.1846,Tier 3,Medium,Supermarket Type3,0.038313981,5,6687.961,109.957
Regular,Meat,227.1062,Tier 3,Medium,Supermarket Type3,0.172629683,5,5642.655,148.4708
Regular,Snack Foods,196.2426,Tier 3,Medium,Supermarket Type3,0.010928678,5,4943.565,167.0842
Regular,Breakfast,182.6266,Tier 1,Medium,Supermarket Type1,0.069196376,4.9,3135.2522,54.3614
Regular,Starchy Foods,87.4514,Tier 1,Small,Supermarket Type1,0.00704098,4.9,796.9626,173.5738
Low Fat,Frozen Foods,51.535,Tier 1,Small,Grocery Store,0.009585169,4.9,848.895,102.5016
Low Fat,Snack Foods,37.3164,Tier 1,Small,Supermarket Type1,0.066935459,4.9,38.6164,177.537
Regular,Baking Goods,184.5924,Tier 1,Small,Supermarket Type1,0,4.9,4997.4948,38.3848
Regular,Fruits and Vegetables,149.1418,Tier 1,Small,Supermarket Type1,0.005530516,4.9,588.5672,171.179
Regular,Fruits and Vegetables,91.812,Tier 1,Small,Supermarket Type1,0,4.9,372.848,252.3382
Low Fat,Fruits and Vegetables,155.7314,Tier 2,Medium,Supermarket Type1,0.034376537,4.9,155.1314,256.1356
Low Fat,Canned,218.0508,Tier 2,Small,Supermarket Type1,0.053279839,4.9,3038.7112,147.7734
Low Fat,Health and Hygiene,200.2084,Tier 3,Medium,Grocery Store,0.050808821,4.9,1587.2672,33.6874
Regular,Frozen Foods,115.4176,Tier 3,High,Supermarket Type1,0.014075334,4.9,687.1056,176.8344
Low Fat,Household,213.4876,Tier 3,Medium,Supermarket Type2,0.016176344,4.9,1929.4884,192.1478
reg,Baking Goods,223.8404,Tier 3,Medium,Supermarket Type2,0.029680868,4.9,3600.6464,65.0142
Low Fat,Frozen Foods,180.7634,Tier 3,Medium,Supermarket Type3,0.088394115,4.9,2181.1608,194.7452
Low Fat,Health and Hygiene,181.4318,Tier 3,Medium,Supermarket Type3,0,4.9,3428.2042,175.4028
Regular,Snack Foods,105.6648,Tier 1,Medium,Supermarket Type1,0.115857223,4.8,623.1888,179.1028
Low Fat,Others,120.5124,Tier 3,Small,Grocery Store,0.056816465,4.8,2133.2232,132.1284
Regular,Frozen Foods,261.6594,Tier 3,Small,Grocery Store,0.134975628,4.8,3401.5722,260.0936
Regular,Frozen Foods,101.0042,Tier 3,Medium,Supermarket Type2,0.076354362,4.8,1289.6546,192.1846
Regular,Fruits and Vegetables,49.6008,Tier 1,Small,Supermarket Type1,0.062411404,4.8,50.6008,225.9062
Regular,Baking Goods,45.9428,Tier 3,High,Supermarket Type1,0.121485195,4.8,790.9704,40.2454
Regular,Snack Foods,129.2626,Tier 2,Medium,Supermarket Type1,0.160624116,4.8,3147.9024,143.8128
Low Fat,Baking Goods,56.7614,Tier 3,Medium,Supermarket Type3,0.021170542,4.8,2486.763,117.6124
Low Fat,Fruits and Vegetables,141.0812,Tier 1,Medium,Supermarket Type1,0,4.8,1139.8496,128.4652
Low Fat,Fruits and Vegetables,84.3592,Tier 1,Medium,Supermarket Type1,0.033271818,4.8,1816.3024,196.5768
Low Fat,Household,51.935,Tier 1,Medium,Supermarket Type1,0.118858866,4.8,199.74,263.291
Low Fat,Soft Drinks,196.7452,Tier 1,Medium,Supermarket Type1,0.070890602,4.8,978.726,111.686
Low Fat,Soft Drinks,85.854,Tier 1,Medium,Supermarket Type1,0.061159246,4.8,2683.174,92.5436
Regular,Fruits and Vegetables,169.9448,Tier 1,Medium,Supermarket Type1,0.005539114,4.8,2897.5616,167.879
Regular,Snack Foods,260.5594,Tier 1,Medium,Supermarket Type1,0.093801337,4.8,9158.079,126.0704
LF,Frozen Foods,93.212,Tier 1,Small,Grocery Store,0.143591586,4.8,1957.452,213.5534
Low Fat,Baking Goods,40.2822,Tier 1,Small,Grocery Store,0.061999648,4.8,1296.3126,230.001
Low Fat,Dairy,140.3838,Tier 1,Small,Grocery Store,0,4.8,2528.7084,51.235
Low Fat,Snack Foods,38.7138,Tier 1,Small,Grocery Store,0.168455549,4.8,284.2966,211.0612
Regular,Dairy,38.6506,Tier 1,Small,Grocery Store,0.066006824,4.8,759.012,126.2704
Regular,Meat,117.3782,Tier 1,Small,Grocery Store,0.058545606,4.8,1787.673,155.8314
Regular,Snack Foods,111.3228,Tier 1,Small,Grocery Store,0.080127283,4.8,2431.5016,168.7132
Low Fat,Health and Hygiene,173.1764,Tier 1,Small,Supermarket Type1,0.017038777,4.8,4466.1864,112.5228
Low Fat,Others,119.9098,Tier 1,Small,Supermarket Type1,0.047237246,4.8,2048.6666,112.5202
Regular,Fruits and Vegetables,175.437,Tier 1,Small,Supermarket Type1,0.161504957,4.8,1940.807,65.0168
Regular,Snack Foods,88.783,Tier 1,Small,Supermarket Type1,0.010917052,4.8,2067.309,185.3608
Regular,Snack Foods,85.125,Tier 1,Small,Supermarket Type1,0.009763021,4.8,2663.2,226.2404
Low Fat,Baking Goods,192.1846,Tier 2,Medium,Supermarket Type1,0.073816097,4.8,1146.5076,253.4724
Low Fat,Canned,247.846,Tier 2,Medium,Supermarket Type1,0.170152831,4.8,3448.844,182.6266
Low Fat,Health and Hygiene,184.8924,Tier 2,Small,Supermarket Type1,0.097909084,4.8,1665.8316,242.1196
Low Fat,Frozen Foods,184.7266,Tier 2,Small,Supermarket Type1,0.040410039,4.8,8114.7704,52.9298
Low Fat,Others,132.5284,Tier 2,High,Supermarket Type1,0.040187877,4.8,1713.7692,85.6908
Low Fat,Others,56.4246,Tier 2,High,Supermarket Type1,0.020676141,4.8,810.9444,80.6618
Low Fat,Others,84.9224,Tier 2,High,Supermarket Type1,0.183686937,4.8,1193.1136,241.8196
Low Fat,Snack Foods,93.4094,Tier 2,High,Supermarket Type1,0.094201018,4.8,856.8846,115.8834
Regular,Baking Goods,163.8842,Tier 2,High,Supermarket Type1,0.128520186,4.8,165.7842,101.4332
Regular,Canned,151.3366,Tier 2,High,Supermarket Type1,0.153806271,4.8,1057.9562,51.335
Regular,Fruits and Vegetables,185.0608,Tier 2,High,Supermarket Type1,0.038210084,4.8,2205.1296,103.8964
Regular,Frozen Foods,182.3608,Tier 2,High,Supermarket Type1,0.086320509,4.8,2940.1728,48.1692
LF,Household,235.8616,Tier 2,Small,Supermarket Type1,0.075713578,4.8,3046.7008,156.4656
Low Fat,Baking Goods,196.8452,Tier 2,Small,Supermarket Type1,0.101275792,4.8,3327.6684,46.4744
Low Fat,Health and Hygiene,258.3278,Tier 2,Small,Supermarket Type1,0.047888606,4.8,520.6556,42.277
Low Fat,Household,174.837,Tier 2,Small,Supermarket Type1,0.027271252,4.8,2999.429,171.6106
Low Fat,Household,90.0804,Tier 2,Small,Supermarket Type1,0.032762495,4.8,2113.2492,40.0822
LF,Snack Foods,117.8466,Tier 3,Medium,Grocery Store,0.073251428,4.8,942.7728,181.695
Low Fat,Baking Goods,74.0354,Tier 3,Medium,Grocery Store,0.062762374,4.8,75.2354,50.4034
